url,research_question
https://aclanthology.org/2020.lrec-1.210/,"Can deep learning-based NER systems be improved by incorporating explicit handling of unknown words and label shift in the training process, and how does this approach affect their performance in in-domain and out-of-domain settings? Does the proposed method significantly reduce the number of errors made by NER systems on challenging tokens in both in-domain and out-of-domain settings?"
https://aclanthology.org/2020.conll-1.16/,"What are the contextual implications of using BERT's token-level knowledge for type-level tasks and lexical semantics, and how does this relate to the abstractness of lexical items?"
https://aclanthology.org/2021.wmt-1.74/,"Can the proposed sentence-level teacher-student distillation technique improve the efficiency of translation models using Huawei Noah's Bolt library while maintaining high translation quality, as measured by BLEU score? Can the use of INT8 quantization, self-defined GEMM operator, and caching techniques in conjunction with the proposed technique further enhance the efficiency of the translation models on a single CPU core?"
https://aclanthology.org/2020.lrec-1.328/,"What is the most effective way to use web scraping to generate large text corpora in low-resource languages, and how can the SwissCrawl corpus be adapted for use in multilingual NLP tasks?"
https://aclanthology.org/R17-1070/,"Can the incorporation of a more diverse subset of sentence pairs, tailored to specific combinations of optimizers, objective functions, and evaluation measures, improve the robustness of hyper-parameters in SMT systems?"
https://aclanthology.org/2020.lrec-1.325/,What is the impact of incorporating Paradigm Function Morphology (PFM) theory on the accuracy of a finite-state morphological analyzer for St. Lawrence Island Yupik language?
https://aclanthology.org/R19-1009/,"Can the proposed dataset be used to develop a machine learning model that can accurately classify news articles as containing manipulative techniques or not, with an accuracy of at least 90% and a processing time of less than 5 minutes?"
https://aclanthology.org/2021.ranlp-srw.16/,Can local pruning of task-specific models achieve higher accuracy than global pruning in Aspect-based Sentiment Analysis tasks for both aspect extraction and sentiment analysis tasks?
https://aclanthology.org/2020.lrec-1.64/,"Can the proposed dialogue system improve the evaluation of argument quality by providing a more nuanced rating system than the traditional four categories, and what are the specific aspects of the retrieved arguments that are most indicative of the quality ratings provided by the users in the user study?"
https://aclanthology.org/2021.conll-1.42/,"Can a hierarchical annotation approach using crowdsourcing improve the efficiency and effectiveness of annotating abusive language datasets, and how does it impact the performance of pre-trained language understanding models on such datasets?"
https://aclanthology.org/2021.wmt-1.76/,Can the optimized inference toolkit for transformer models using techniques such as attention caching and kernel fusion achieve higher translation speeds without compromising on accuracy?
https://aclanthology.org/2020.lrec-1.35/,"Can CRWIZ's ability to capture a wide variety of interactions be measured through the use of machine learning algorithms that analyze the collected data for patterns and trends in collaborative, complex tasks?"
https://aclanthology.org/K18-1050/,Can a fine-tuned semantic space using a bag-of-words representation improve the interpretability of interpretable classifiers and recommendation systems that rely on feature directions?
https://aclanthology.org/2021.wmt-1.72/,"Can the automatic metrics evaluate the robustness of translations across different domains, specifically English to German, English to Russian, and Chinese to English, and how do the results vary when using reference translations?"
https://aclanthology.org/2020.lrec-1.710/,Can multi-sense models perform better than their single-sense counterparts when evaluated on a benchmark dataset with a high ratio of multi-sense word pairs?
https://aclanthology.org/2021.conll-1.19/,What are the key differences between the proposed method and the fine-tuned T5 and Seq2Seq models in terms of performance and accuracy on the Natural Language Context to Command task?
https://aclanthology.org/K17-1025/,"Can the proposed generative model be applied to other natural language tasks, such as question answering or text classification, and how would the grammar induction process impact the performance of these tasks?"
https://aclanthology.org/K19-1017/,Can we develop a method to quantify the semantic changes in a word's meaning over time by analyzing the relationship between words and events in a historical timeline?
https://aclanthology.org/2021.ranlp-1.88/,"Can a deep learning model be trained to effectively adapt to changing domain knowledge by incorporating incremental updates to its training data, and how can these updates be optimized to improve the model's performance in dialogue state tracking?"
https://aclanthology.org/2021.ranlp-1.88/,"Can the proposed Dialogue Domain Adaptation methodology be extended to handle more complex slot-value changes, such as those involving multiple entities or nuanced relationships between them?"
https://aclanthology.org/2020.lrec-1.399/,"Do the proposed lexicons improve the performance of automated essay scoring in Brazilian Portuguese, and how do they compare to existing methods?"
https://aclanthology.org/2023.cl-3.1/,What is the impact of selectively masking words versus randomly masking words on the performance of depression classification models in terms of F1-score?
https://aclanthology.org/2023.wmt-1.14/,"Can the proposed Lan-Bridge Translation system achieve state-of-the-art results in the WMT 2023 General Translation shared task for document-level machine translation from English to Chinese, as measured by BLEU score? Can the proposed Lan-Bridge Translation system outperform the current state-of-the-art models such as GPT-3.5 and GPT-4 in terms of fluency and accuracy, as evaluated by human evaluators?"
https://aclanthology.org/2023.conll-1.5/,"Can a supervised classification model using a multi-modal feature set be trained to predict concreteness ratings with high accuracy on mid-scale words, and can the model's performance be improved by fine-tuning the features before training?"
https://aclanthology.org/2021.wmt-1.87/,"Can a combination of finetuning order and terminology dictionaries improve the performance of neural machine translation systems on the WMT21 biomedical translation task, and what is the impact on overfitting and under-translation? Can the use of ensemble decoding methods alleviate the issues of overfitting and under-translation in neural machine translation systems for biomedical translation?"
https://aclanthology.org/2023.wmt-1.42/,"What is the impact of using QLoRA fine-tuning on the BLEU score of machine translation models, and how does it compare to few-shot learning and models trained from scratch?"
https://aclanthology.org/2022.cl-3.6/,"Can low-resource machine translation models achieve high accuracy using only a small amount of bilingual training data, and if so, what specific techniques can be used to improve their performance?"
https://aclanthology.org/2020.lrec-1.53/,How can proactive dialogue strategies in recommendation systems affect user perception and satisfaction?
https://aclanthology.org/2020.lrec-1.703/,"Can NegBERT, a model that uses Transfer Learning with BERT, achieve high accuracy in scope resolution on unseen datasets, and what are the implications of its generalizability?"
https://aclanthology.org/2023.conll-1.4/,"Can language models trained on next-word prediction tasks exhibit divergent performance with humans when presented with repeated text spans, and what is the impact of adding a power-law recency bias to the attention heads of these models on their performance in aligning with human behavior?"
https://aclanthology.org/2022.wmt-1.45/,How robust are reference-based and reference-free metrics in discerning catastrophic errors at both word and sentence levels in different areas of text?
https://aclanthology.org/2020.lrec-1.633/,Can the use of TWT's morpho-syntactic annotations improve the performance of Turkish part-of-speech tagging and how does the addition of a dedicated Wikipedia section affect the overall quality of the treebank?
https://aclanthology.org/2020.lrec-1.579/,"Can the use of Google's Tesseract 4.0 OCR engine improve the accuracy of word embeddings learned from historical news archives, and what is the optimal approach to balancing the trade-off between temporal variability and ideological consistency in word embeddings?"
https://aclanthology.org/2021.ranlp-1.34/,"Can transformer-based similarity calculations within the BET framework improve the performance of pre-trained models in automated paraphrase detection, and what is the optimal sample size for achieving this improvement?"
https://aclanthology.org/2020.lrec-1.488/,Can the use of a pre-trained language model fine-tuned on the Egyptian Arabic code-switching corpus improve the syntactic correctness of code-switching detection in speech recognition systems?
https://aclanthology.org/2022.cl-4.17/,"Can anonymization methods effectively conceal personal information in court cases, as measured by the number of correctly identified and anonymized identifiers, and what is the impact of anonymization on the semantic meaning of the text?"
https://aclanthology.org/J17-2001/,How can a stack-based LSTM architecture be used to improve the efficiency of transition-based parsers in handling out-of-vocabulary words in morphologically rich languages?
https://aclanthology.org/2020.lrec-1.691/,"Can the combination of multiple pre-trained graph embeddings in KGvec2go lead to better outcomes than individual models, as measured by the processing time and user satisfaction in downstream applications?"
https://aclanthology.org/2021.wmt-1.8/,Can a transformer-based model adapted from pre-trained mBART-25 be effectively used for backtranslation in the Icelandic→English subset of the 2021 WMT news translation task?
https://aclanthology.org/R19-1000/,"Can the proposed deep learning-based method for table structure recognition in PDF documents achieve higher accuracy by incorporating more feature sets, and how does the bottom-up approach compare to traditional machine learning-based top-down approaches in terms of accuracy and F1-score?"
https://aclanthology.org/2020.lrec-1.521/,"Can the use of open-source morphological analysis tools enable the creation of a freely available, accurate, and consistent morphological alignment between Hebrew and Finnish, and between Greek and Finnish, bitexts, and how does this impact the analysis of the Finnish Bible translation?"
https://aclanthology.org/2020.lrec-1.586/,How does the two-stage representation learning approach affect the coverage of words and the performance of neural models in tasks that rely on pre-trained word embeddings?
https://aclanthology.org/2020.lrec-1.246/,Can a corpus of annotated medication information in mental health records be developed to support the development and evaluation of applications for medication extraction from EHR text?
https://aclanthology.org/2020.lrec-1.560/,Can the proposed annotation guideline for medical documents reduce the processing time and costs associated with manual annotation of large-scale clinical text data?
https://aclanthology.org/2020.lrec-1.71/,Can the annotation guidelines for the proposed corpus be validated through a human evaluation study to assess their effectiveness in capturing the nuances of medical consultation interactions between doctor and patient in French?
https://aclanthology.org/2023.wmt-1.82/,Can the OPUS-CAT project's terminology-based machine translation systems achieve a higher accuracy for the target language terms than those without terminology support for the language pairs included in the WMT 2023 task?
https://aclanthology.org/2023.cl-4.5/,"Can the proposed BPE subword characterization approach, based on morphological productivity, be used to create language vectors that capture typological knowledge from raw text data without requiring annotated linguistic data or external knowledge?"
https://aclanthology.org/2020.lrec-1.140/,"Can the annotators' implicit expectations and question predictability be correlated using a supervised learning approach on the provided dataset, and what are the implications for dialogue systems and conversational question answering?"
https://aclanthology.org/2020.lrec-1.77/,"Can recurrent neural models with and without context be used to effectively annotate emotion corpora with dialogue act labels, and what is the impact on the annotation accuracy when using an ensemble annotator?"
https://aclanthology.org/K19-1060/,Can BERT-based models achieve state-of-the-art performance in event trigger extraction for low-resourced languages without relying on language-specific features?
https://aclanthology.org/2020.conll-1.22/,Can a self-supervised approach to projecting medical text into a 3D space be compared to a classification-based method for improving the robustness of medical text analysis?
https://aclanthology.org/2021.cl-1.2/,Can the separable permutations of word order in nominal and verbal constructions be identified through computational methods that analyze the mathematical origins of this restriction in CCGs?
https://aclanthology.org/2020.conll-1.7/,"Can sentence encoders' representations capture linguistic knowledge in lesser-resourced languages, and how do different probing task designs influence the results of these representations?"
https://aclanthology.org/2021.wmt-1.16/,Can the Volctrans system utilizing the Glancing Transformer achieve similar or better performance on the German-English translation task compared to the strong autoregressive models in future WMT competitions?
https://aclanthology.org/2020.lrec-1.595/,Can the manual extraction of relations for infectious disease concepts improve the semantic web's ability to monitor the spread of infectious diseases via social media among Arabic-speaking populations?
https://aclanthology.org/2021.ranlp-1.93/,"Does the proposed nonlinear integer programming method for combining grammatical error correction systems improve the F0.5 score of standalone systems, and does it perform better than another state-of-the-art system combination method?"
https://aclanthology.org/2023.ranlp-stud.5/,Can large language models accurately predict hallucinations for Bulgarian language tasks without relying on large amounts of reference data?
https://aclanthology.org/2024.conll-1.33/,Can a visual language model's surprisal measure accurately predict the facilitatory effect of correct image context on language comprehension in multimodal contexts?
https://aclanthology.org/2021.ranlp-srw.27/,"Can the proposed answer candidate generation model be used to generate questions that are grammatically correct, syntactically valid, and aligned with the content of a given passage of text, and how can the performance of such a model be measured in terms of user satisfaction and processing time?"
https://aclanthology.org/2021.ranlp-1.171/,"Does the use of global positional encoding for dependency trees facilitate a more nuanced understanding of syntactic relations between words, and can this approach be applied to other NLP tasks that rely on contextual information?"
https://aclanthology.org/2024.conll-1.2/,Can a GPT-3.5 Turbo based approach utilizing social factors and a large language model be used to automatically discover sociocultural norms in new cultures without relying on human annotations or real-world dialogue contents?
https://aclanthology.org/2023.ranlp-1.38/,"Can the mapping of implicit discourse relations between RST-DT and PDTB 3.0 using the proposed algorithm be improved to increase the overall accuracy of the alignment, and what are the key factors contributing to the current unambiguity in explicit discourse relations alignment?"
https://aclanthology.org/J19-1001/,"Can the proposed neural semantic parser achieve high accuracy in mapping natural language utterances to logical forms using a combination of generic tree-generation algorithms and domain-general grammars, and what is the impact of the attention mechanisms on the parser's performance in handling mismatches between natural language and logical form tokens?"
https://aclanthology.org/2023.ranlp-1.103/,"Can the language of Luxembourgish news article comments change over time, and how do these changes affect the performance of comment moderation systems?"
https://aclanthology.org/2020.lrec-1.709/,"Can the hierarchical variation in naming, such as ""chihuahua"" vs. ""dog"", be modeled using a hierarchical clustering algorithm, with an accuracy of at least 85% and a normalized mutual information of 0.7?"
https://aclanthology.org/2020.lrec-1.370/,"Can word2word's dataset be used to develop a machine learning model for predicting word translations in low-resource language pairs, and if so, what metrics should be used to evaluate the model's performance? Can the top-k word translations provided by word2word be used to improve the performance of a sequence-to-sequence model for cross-lingual text translation?"
https://aclanthology.org/2021.wmt-1.33/,How does the application of Multi-Task Learning Strategy with Dynamic Weight Average during fine-tuning affect the performance of the APE system in terms of translation quality and processing time?
https://aclanthology.org/2023.wmt-1.19/,"Can a machine translation system utilizing backtranslation and multilingual models achieve higher accuracy in translating Ukrainian-English, Czech-English, and Hebrew-English language pairs compared to state-of-the-art systems?"
https://aclanthology.org/2022.wmt-1.5/,"What is the impact of incorporating document-level context on the performance of pre-trained machine translation metrics, and how does this extension compare to the reference-free metric COMET-QE in resolving ambiguities in the reference sentence? Does the document-level extension of COMET-QE significantly improve accuracy on discourse phenomena tasks?"
https://aclanthology.org/2020.conll-shared.1/,Does the proposed conversion procedure for DRSs to directed labeled graphs affect the semantic accuracy of the DRT framework in comparison to other graph-based meaning representation frameworks?
https://aclanthology.org/2020.lrec-1.511/,"What are the challenges and limitations of using graph convolutional networks for multilingual term alignment, and how can they be addressed to achieve better results in terms of accuracy and semantic understanding of terminological information?"
https://aclanthology.org/K17-1031/,"Can the use of attentive pooling techniques improve the performance of CRNN models on biomedical relation classification tasks, and what are the key differences between attentive and max pooling methods?"
https://aclanthology.org/2021.wmt-1.35/,Can the combination of system pipelines and model ensembles enhance the processing time and translation quality of the Russian-to-Chinese translator in the Triangular Machine Translation Task?
https://aclanthology.org/K18-1017/,"Can a hierarchical attention-based mechanism effectively fuse the information of targets and contextual words in aspect-level sentiment analysis by considering the position information of the aspect, and what is the impact of position embeddings on the performance of this task?"
https://aclanthology.org/2021.wmt-1.103/,"Can a multilingual transformer-based architecture be trained to improve the performance of an unsupervised machine translation system from a high-resource language to a low-resource one, and what is the effect of the order in which offline and online back-translation are used during training on this performance?"
https://aclanthology.org/2023.conll-1.5/,"Can a hard clustering algorithm be used to identify patterns of systematic disagreement among raters for mid-scale words, and can the clusters be used to inform a filtering approach to reduce variability in concreteness ratings?"
https://aclanthology.org/2020.lrec-1.439/,Does the use of Kernel Canonical Correlation Analysis lead to better performance in supervised and self-learning scenarios for cross-lingual word embeddings compared to linear mapping-based approaches?
https://aclanthology.org/K17-1022/,"What is the impact of the proposed agglomerative convolutional neural network on coreference resolution, and how does it compare to other state-of-the-art systems in terms of accuracy?"
https://aclanthology.org/2021.ranlp-1.120/,"Can the use of supervised learning algorithms improve the accuracy of complex word identification in Spanish texts compared to unsupervised approaches, and what is the effect of different metrics on the complexity assessment of texts?"
https://aclanthology.org/2020.lrec-1.682/,Can a meta-BiLSTM model achieve state-of-the-art results on morphological tagging tasks by integrating sentence-level and single-word context through synchronized training by a meta-model?
https://aclanthology.org/2020.wmt-1.62/,"Can the use of similar translations as priming cues in the NMT decoder improve the translation accuracy in a multi-domain setting, and how does this approach compare to other mechanisms of micro-adaptation during inference? Can the proposed framework effectively gather valuable information for an NMT network from monolingual resources?"
https://aclanthology.org/2021.conll-1.32/,How can grammatical profiling based on morphosyntactic changes be used to improve semantic change detection in linguistic research?
https://aclanthology.org/K18-1051/,"What is the performance metric used to evaluate the proposed multi-task learning approach versus the simple multi-task learning approach, and how does it compare to the proposed method?"
https://aclanthology.org/2020.lrec-1.348/,"Can neural network-based methods be used to effectively detect Bangla fake news with a dataset of approximately 50K annotated examples, and what are the key factors that influence their performance in this language?"
https://aclanthology.org/2023.wmt-1.92/,"Can the incorporation of multimodal learning approaches improve the translation quality of Indic languages with limited parallel data, as evidenced by the proposed approach's best scoring system for Manipuri-to-English translation?"
https://aclanthology.org/R19-1008/,"Can the proposed model outperform existing spelling correctors, such as Google Docs, in detecting and correcting challenging ""de/da"" clitic errors in Turkish text?"
https://aclanthology.org/2021.wmt-1.40/,Can transfer learning from an unrelated language pair improve the performance of low-resource language translation systems?
https://aclanthology.org/2022.wmt-1.34/,Can the use of wider FFN layers in Transformer-based architectures improve the performance of machine translation models on the WMT22 General MT Task for English-to-Chinese and English-to-Japanese translation tasks?
https://aclanthology.org/2020.lrec-1.668/,"What are the effects of using unsupervised baselines versus supervised training on the matching of variations with their original questions in the AIA-BDE corpus, in terms of accuracy and computational resources?"
https://aclanthology.org/2021.wmt-1.84/,"Can a terminology data augmentation strategy based on Transformer model improve the performance of machine translation systems when using term translations in training data, and what is the optimal approach to incorporate phrase tables extracted from bilingual corpus into the training data?"
https://aclanthology.org/2020.lrec-1.717/,Can visual distributional models effectively capture the semantic similarity between verbs using images as input and SimLex-999 as a gold standard resource?
https://aclanthology.org/2021.wmt-1.105/,Can iterative back-translation improve the performance of the German-Lower Sorbian model when initialized with a pre-trained German-Upper Sorbian model?
https://aclanthology.org/J17-3001/,"Can we develop a hierarchical alignment scheme that reduces translation divergences by eliminating conflicts and redundancies between word alignments and syntactic parses in Chinese-English parallel trees, and evaluate its effectiveness in identifying and categorizing translation divergences?"
https://aclanthology.org/2020.lrec-1.213/,Can Gumbel Attention for Sense Induction outperform existing sense embeddings in terms of the comprehensiveness of a language's sense inventory?
https://aclanthology.org/K17-3024/,Can a bidirectional-LSTM feature extractor improve the performance of a transition-based parser in terms of accuracy and processing time compared to a traditional parser in a multilingual dependency parsing task?
https://aclanthology.org/2020.lrec-1.746/,"Can the use of multimodal features incorporating text, images, and user behavior data improve the accuracy of fake news detection?"
https://aclanthology.org/2020.lrec-1.209/,"Can the proposed paragraph ordering task effectively capture the coherence of a text by predicting the most suitable order of sentences, and how does this approach compare to existing sentence ordering methods? Can the recurrent graph neural network-based model be robustly evaluated and applied to real-world text coherence modeling tasks using metrics such as WLCS-l and τ?"
https://aclanthology.org/2020.cl-2.4/,Can probing tasks be used to identify linguistic features that predict the performance of multilingual word embedding models on a range of NLP tasks in diverse languages?
https://aclanthology.org/2021.ranlp-1.28/,"Can transformer-based architectures achieve comparable question-answering performance with limited French language training data compared to English language training data, and what training strategies can improve the stability of these models in such scenarios?"
https://aclanthology.org/2020.lrec-1.602/,"Can the proposed methodology for standardizing the TriMED terminological database using the ISO/TC 37 standards effectively reduce the complexity of medical terminology and improve user satisfaction, as measured by the accuracy of the standardized data categories and the efficiency of the TBX format implementation? Can the developed data category repository and Web application efficiently manage and provide access to the multilingual terminological records in the TriMED database, ensuring the consistency and quality of the terminological data?"
https://aclanthology.org/K18-1011/,"Can a neural network based approach effectively handle code-mixing in multi-lingual QA systems, and how can the performance of such an approach be evaluated using benchmark datasets such as SQuAD and MMQA?"
https://aclanthology.org/2021.wmt-1.91/,Does incorporating post-edit sentence or additional high-quality translation sentence into the Predictor-Estimator framework using multitask learning or encoding it directly with predictors improve the results of the systems in the Sentence-Level Direct Assessment task in the WMT 2021 QE Shared Task?
https://aclanthology.org/2020.wmt-1.19/,Does the use of precomputed word alignments improve the translation quality of machine translation systems for news articles? Can the incorporation of larger datasets lead to significant improvements in translation accuracy for the news-translation task?
https://aclanthology.org/2023.ranlp-1.66/,"Can GPT-3-based models effectively address the needs of patients in medical question-answering, and what are the limitations of these models in providing accurate and safe medical information? Can manually designed patient queries be used to stress-test the high-risk limitations of LLMs in MedQA systems?"
https://aclanthology.org/2020.lrec-1.625/,"Can the use of a multi-layer annotation scheme mitigate the impact of annotator variability in defining hate speech, as demonstrated by the MaNeCo corpus?"
https://aclanthology.org/2020.lrec-1.251/,Can the proposed corpus of labeled sentences improve the performance of computational processing of geography in text and spatial cognition?
https://aclanthology.org/2022.cl-3.5/,"Are multilingual sentence encoders, such as LASER, M-BERT, XLM, and XLM-R, able to encode the patterns of cross-lingual similarity and variation with high accuracy for different languages and typological properties?"
https://aclanthology.org/2023.ranlp-stud.8/,Can a model utilizing seed words for aspect and sentiment classification achieve significant improvements over existing baselines in Urdu aspect-based sentiment analysis tasks with minimal user guidance and unlabeled data?
https://aclanthology.org/2021.ranlp-1.155/,"Can pre-trained BERT models accurately distinguish between literal and idiomatic expressions in text, and to what extent can they encode the idiomatic meaning of such expressions in a given context?"
https://aclanthology.org/K19-1037/,Is the proposed automated pyramid method more efficient than the existing methods in terms of processing time and accuracy on the new dataset of student summaries?
https://aclanthology.org/2020.lrec-1.229/,"Can the linguistic processing chains (LPCs) used in the CLEOPATRA action be effectively applied to other EU-official languages with limited resources, and what are the challenges that arise when adapting these chains for such languages?"
https://aclanthology.org/2020.lrec-1.748/,Can a domain-specific dictionary outperform a general sentiment dictionary in extracting key snippets from financial social media data?
https://aclanthology.org/2020.lrec-1.262/,"Can the use of temporal dependency trees be justified in tasks that require an accurate global temporal ordering, given the potential for a 109% increase in temporal indeterminacy compared to temporal graphs?"
https://aclanthology.org/K19-1025/,"Can the proposed model's ability to identify and combine words from parallel sentences improve the quality of generated code-switching data, leading to better performance in end-to-end automatic speech recognition tasks?"
https://aclanthology.org/2023.ranlp-1.124/,"Can NoHateBrazil's system accurately classify implicit offensiveness in Brazilian Portuguese comments, and how does its performance compare to other similar systems?"
https://aclanthology.org/2020.lrec-1.104/,"Can the extralinguistic metadata of a song, such as its release date and artist, influence the linguistic features of the lyrics, and if so, how can these influences be measured and accounted for in a statistical analysis?"
https://aclanthology.org/2021.ranlp-1.92/,Does the incorporation of non-lexical features into tweet representations using a bag-of-words encoding improve the model's performance in detecting frustration intensity in customer support tweets?
https://aclanthology.org/2023.wmt-1.88/,Can the pre-trained multilingual NMT model improve the performance of low-resource MT systems for North-East Indian languages in terms of accuracy and processing time when fine-tuned on a small parallel corpus?
https://aclanthology.org/2020.lrec-1.426/,"Can a class label frequency distance (clfd) approach be used to improve the performance of machine learning methods in detecting fake news, and how does it compare to traditional machine learning methods versus deep learning methods in different dataset sizes?"
https://aclanthology.org/2024.conll-1.11/,How do the limitations of current word sense disambiguation datasets impact the evaluation of Large Language Models' reasoning capabilities?
https://aclanthology.org/2022.conll-1.5/,"Can the proposed benchmark accurately evaluate the interpretability of neural models and saliency methods on textual similarity tasks, as indicated by the effectiveness of token-level rationales in capturing the underlying linguistic relationships?"
https://aclanthology.org/2023.wmt-1.21/,"Can the proposed approach of construing challenge sets from four aspects (word difficulty, length difficulty, grammar difficulty, and model learning difficulty) improve the fairness and efficiency of machine translation evaluation, as reflected in the results of participants in the WMT23 MT Test Suites?"
https://aclanthology.org/2020.lrec-1.272/,"Can a deep learning-based model achieve high accuracy in event extraction for Hindi language, using a dataset of over 1700 disaster-related news articles as a benchmark?"
https://aclanthology.org/J17-1002/,Can statistical methods with little or no annotation facilitate the scalability and adaptability of metaphorical association models across languages from different language groups?
https://aclanthology.org/2020.wmt-1.116/,What is the impact of deep transformer machine translation models on the performance of quality estimation in machine translation tasks
https://aclanthology.org/2020.lrec-1.281/,Can a deep learning model using a transformer-based architecture be trained to accurately identify and extract implied information in argumentative texts by leveraging high-quality human annotations of missing and implied information?
https://aclanthology.org/2020.lrec-1.227/,"Does the use of a realistic error model in generating the benchmark affect the evaluation of the performance of a deep learning-based spelling correction model, and what are the implications for the choice of evaluation metric?"
https://aclanthology.org/2020.lrec-1.577/,"What is the most effective way to utilize Natural Language Generation to augment existing clinical datasets for NLP model development, considering the constraints of patient confidentiality and data availability?"
https://aclanthology.org/2020.lrec-1.481/,Can the proposed tagging scheme with 36 POS tags improve the performance of state-of-the-art tagging methods on Vietnamese POS tagging task?
https://aclanthology.org/2022.wmt-1.40/,What is the feasibility of applying the proposed term consistency evaluation metric to professional domains like legal texts and how does it compare to widely used sentence-level metrics?
https://aclanthology.org/2021.ranlp-1.71/,Efficiently learning an encoder that classifies token replacements accurately using the ELECTRA pretraining method can improve the accuracy of machine learning models when addressing domain shift in natural language processing tasks. Can the proposed ELECTRA pretraining model achieve comparable results to the original BERT model on a downstream task when fine-tuned on a target domain corpus? How can the computational efficiency of the ELECTRA pretraining method be evaluated and improved for practical use in real-world applications?
https://aclanthology.org/2020.lrec-1.473/,"Can the use of word2vec-based disambiguation improve the accuracy of morphological analysis results, specifically in terms of reducing the number of incorrect analyses and increasing the processing time?"
https://aclanthology.org/2020.wmt-1.49/,"Can a machine learning approach using a Transformer-based architecture be applied to improve the translation quality of Hindi to Marathi and Marathi to Hindi translation tasks, and what is the improvement in translation accuracy achieved by the WIPRO-RIT systems in these tasks?"
https://aclanthology.org/K18-1045/,How does the interaction-based neural semantic matching model contribute to the overall performance of the proposed ASM framework in disambiguating entities in short texts?
https://aclanthology.org/2020.lrec-1.350/,"Can an automated system be trained to accurately parse interlinear glossed text from scanned page images with a precision and recall of at least 0.95, and what are the key challenges that hinder the development of such a system?"
https://aclanthology.org/2020.lrec-1.346/,Can the computational resource grammars for Runyankore and Rukiga languages be used to improve the accuracy of Natural Language Processing tasks for under-resourced languages?
https://aclanthology.org/2020.wmt-1.30/,Can the parameter size of the Transformer model be scaled up to achieve better performance in Km/En news translation tasks?
https://aclanthology.org/2023.ranlp-1.107/,Can a deep learning-based approach utilizing a transformer architecture be used to improve the accuracy of event detection in code-mixed text data?
https://aclanthology.org/2022.wmt-1.73/,"Can code-mixed language models be adapted to handle the nuances of monolingual to code-mixed translation, and what are the performance gains that can be achieved by incorporating domain-specific knowledge into the model?"
https://aclanthology.org/2021.cl-4.26/,Can a combination of deep learning and knowledge-based methodologies improve the accuracy of abstractive summaries by utilizing ontological knowledge resources and word sense disambiguation?
https://aclanthology.org/2021.wmt-1.32/,Can the proposed tokenization schemes improve the processing time and user satisfaction of the submitted systems for the Tamil ⇐⇒ Telugu language pair in the Similar Language Translation Shared Task 2021?
https://aclanthology.org/2020.lrec-1.520/,Can the trained grapheme-to-phoneme models using WikiPron's pronunciation database be applied to improve speech recognition accuracy for multilingual speech recognition systems?
https://aclanthology.org/2021.ranlp-1.150/,"Can the use of active learning strategies to manually annotate a large dataset of Twitter posts for emotion detection improve the accuracy of Ekman's emotion model, as measured by F1-score, compared to traditional labeling approaches?"
https://aclanthology.org/K19-1011/,"Can federated learning be used to improve the accuracy of n-gram language models for virtual keyboards, and how can the trained models be efficiently deployed on client devices for fast inference?"
https://aclanthology.org/2020.lrec-1.652/,How does it compare to a model trained on a smaller set of gold-standard trees in predicting part-of-speech tags?
https://aclanthology.org/2023.wmt-1.46/,Can the use of visual features learned from multimodal parallel data improve the performance of text-only machine translation models?
